Name,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
J. Lingard,84,66,85,84,82,75,72,74,79,72,56,14,10,8,13,9,61,207494,53,65,65,80,52,65,79,75,75,76,44,83,79,46,61,74,64
M. Weiser,85,69,85,78,83,77,78,69,85,63,52,13,15,10,13,9,65,206591,75,67,68,61,68,58,74,78,79,58,74,84,79,74,66,79,59
D. Cheryshev,78,65,76,74,81,69,80,74,80,74,61,16,7,14,7,8,54,206225,61,75,68,71,52,64,78,75,76,80,54,82,66,57,67,79,68
Bigas,71,89,65,66,66,70,68,46,44,49,43,15,14,9,13,11,80,206222,78,77,60,47,78,48,61,71,74,62,78,73,77,77,70,35,44
D. Heintz,55,70,53,49,59,69,51,48,46,23,32,14,15,7,9,15,79,206198,76,67,70,28,78,41,26,77,75,49,77,68,69,83,84,65,26
B. Davies,78,67,72,65,77,73,77,64,73,55,48,11,7,6,7,14,66,205923,76,70,68,48,80,54,64,73,75,60,81,74,80,80,73,70,37
L. Castro,78,59,78,78,82,77,78,76,80,58,68,6,7,9,15,5,58,205633,73,66,76,74,58,68,75,76,80,77,68,78,77,68,68,77,67
J. Ward-Prowse,67,67,74,79,81,79,88,88,71,61,83,12,12,10,15,15,57,205569,65,68,82,70,55,80,62,74,83,74,62,65,77,65,61,82,51
T. Inui,87,49,94,93,83,76,70,85,88,68,65,11,12,11,15,8,41,205114,44,63,67,77,30,51,71,67,75,68,31,79,77,39,51,74,62
M. Sabitzer,87,69,79,83,80,72,67,72,76,77,63,11,13,14,15,13,52,204923,40,77,64,78,23,65,81,77,77,83,19,79,84,33,74,73,74
B. Mendy,79,75,68,71,76,70,82,77,76,33,29,7,7,9,15,9,64,204884,76,69,68,63,73,40,70,76,76,68,78,84,82,76,81,58,20
R. Jiménez,75,80,76,51,77,74,69,70,74,75,45,7,11,13,14,10,82,204838,41,70,67,69,29,87,82,79,71,78,28,77,81,36,81,71,80
E. Sala,56,74,63,55,79,80,57,68,73,79,41,7,11,7,9,7,79,204819,61,74,64,72,28,68,79,78,74,79,38,67,92,48,82,58,75
B. Reynet,41,36,43,24,21,39,15,10,11,17,14,77,76,74,77,81,14,204240,16,62,32,15,14,19,12,75,33,18,10,45,34,12,68,16,19
M. Niang,86,50,83,65,82,70,67,68,84,70,66,4,6,4,4,4,64,204077,30,69,57,74,16,70,82,70,72,86,20,92,73,24,70,75,72
K. Fortounis,73,63,81,64,79,75,73,78,80,72,78,16,15,16,13,11,57,203980,32,61,74,77,38,80,76,70,78,74,38,77,71,35,66,76,71
Pozuelo,62,52,76,82,82,82,64,77,77,64,72,10,8,14,10,8,39,203895,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62
Joãozinho,89,65,93,92,77,69,73,76,76,74,76,14,7,14,9,6,63,203627,57,77,74,76,59,83,75,74,77,73,49,90,73,52,31,76,68
P. Kadeřábek,77,75,68,66,76,71,85,54,74,56,52,10,11,14,13,7,69,203605,69,68,69,57,74,54,55,76,75,66,75,84,84,76,77,64,57
T. Vilhena,77,83,76,84,80,81,75,70,77,62,68,12,8,16,12,12,60,203535,73,76,76,75,60,53,67,77,78,80,69,69,85,74,75,77,68
M. Elyounoussi,88,49,86,83,78,71,75,73,80,69,59,12,7,8,7,13,65,203362,36,83,75,70,39,64,70,72,82,76,44,82,82,31,61,73,74
L. Bittencourt,89,72,92,89,78,72,73,77,82,65,70,15,11,6,14,16,45,203106,52,72,71,62,54,61,69,76,79,70,55,79,78,55,48,74,66
Sergi Darder,59,71,76,77,82,81,65,67,77,56,55,7,10,6,14,6,50,202648,69,53,80,67,62,55,74,76,82,74,69,51,62,66,68,82,54
D. Demme,68,80,88,85,74,72,67,65,71,21,62,14,10,14,12,9,55,202325,79,82,78,36,63,58,67,77,82,64,72,53,93,76,65,71,48
V. Eysseric,72,66,76,67,79,72,82,76,79,77,78,9,13,10,11,8,52,201878,34,58,78,79,46,71,78,73,79,78,26,72,66,33,64,79,72
G. Ramírez,73,69,83,68,81,77,74,79,80,74,77,14,15,7,7,8,57,201508,32,66,73,76,31,73,75,71,78,77,39,70,67,45,57,77,71
David López,58,77,52,57,76,67,53,48,64,65,46,9,12,7,11,15,69,201505,78,74,64,64,75,50,59,72,79,77,76,62,81,81,83,68,56
M. Badelj,58,76,67,64,80,72,69,64,70,54,58,8,9,14,15,6,66,201144,80,58,82,72,70,68,62,78,82,72,76,60,80,78,72,78,66
A. Mandi,66,69,78,64,73,74,78,67,64,41,49,15,16,9,10,14,83,201143,80,82,73,49,75,35,67,76,76,52,84,69,70,76,74,68,36
Ismaily,84,69,75,75,74,72,78,65,73,60,50,8,8,14,11,10,57,201119,76,59,67,73,75,51,73,81,73,75,73,80,87,77,75,68,55
A. Marchesín,49,27,68,60,20,49,18,16,24,14,15,73,75,74,80,81,11,201095,15,75,34,12,14,14,18,75,37,12,15,52,38,15,59,65,15
L. Teodorczyk,66,77,63,58,72,79,58,50,67,82,49,15,11,7,7,14,84,201013,24,75,64,69,13,65,84,79,69,77,20,74,80,22,81,65,76
Marafona,36,41,49,35,13,41,13,19,22,18,17,80,73,66,77,81,13,200798,21,53,38,16,12,23,13,73,32,38,13,37,29,12,60,56,19
B. Lecomte,44,23,36,25,23,38,13,20,11,11,19,78,74,79,76,80,10,200726,24,60,21,10,11,20,10,73,17,18,12,40,34,11,55,41,10
N. Chadli,74,59,65,54,80,79,75,77,83,76,78,12,11,12,10,13,67,200529,43,71,68,76,37,76,77,75,77,81,44,78,77,48,83,76,73
S. Rode,72,84,72,75,73,74,69,51,72,55,57,9,8,14,7,11,66,200215,80,78,72,65,76,51,69,77,75,75,78,65,86,78,75,71,55
M. van Ginkel,67,68,74,56,78,83,70,66,76,78,68,7,11,13,13,14,72,199767,67,76,77,76,55,67,77,76,79,75,68,75,87,71,75,73,72
André André,73,77,74,74,80,80,65,78,79,69,61,9,11,15,9,7,64,199626,77,70,78,71,62,84,77,76,80,75,65,69,75,75,61,75,64
J. Guidetti,65,75,65,58,83,78,67,68,76,79,80,12,13,14,6,11,67,199602,34,68,53,80,20,81,78,76,70,85,25,65,62,26,82,60,77
Danilo,75,74,73,65,77,69,71,74,73,61,76,14,5,15,14,5,68,199304,81,75,69,72,72,67,75,79,76,85,78,80,83,77,79,63,72
V. Aboubakar,77,77,75,63,79,77,57,69,80,74,67,8,10,9,7,8,77,199069,33,78,68,76,12,76,76,75,74,78,19,83,77,23,83,72,70
C. Aránguiz,77,68,81,85,80,76,78,75,74,64,76,15,7,12,8,13,53,199042,73,61,81,75,54,79,75,70,81,80,61,73,86,64,64,80,68
Raúl Navas,55,85,55,65,71,68,49,34,25,36,65,10,16,9,12,10,79,198614,72,75,56,41,78,46,39,61,75,72,81,51,44,83,76,46,44
K. Mbodj,68,80,51,42,68,73,39,35,63,45,55,11,7,16,9,12,81,198584,71,82,66,58,73,62,37,69,63,78,78,78,82,80,94,41,63
Rodrigo,89,52,81,68,78,69,72,78,80,74,67,7,13,10,11,5,72,198329,31,73,58,73,26,77,78,78,75,80,29,92,72,28,71,66,74
R. Funes Mori,79,80,79,73,74,76,65,75,75,82,58,8,10,15,6,15,77,198140,49,78,65,68,47,70,80,78,70,74,44,76,84,45,77,72,72
M. Höger,61,79,62,61,77,79,75,72,74,65,61,6,14,16,10,14,67,198113,81,77,75,75,79,74,70,81,80,80,75,54,86,78,78,77,73
N. Lodeiro,73,66,78,79,82,79,76,81,78,65,77,12,16,11,7,15,42,197225,42,66,75,76,39,76,77,79,79,71,37,69,88,49,61,80,70
D. Caligiuri,78,59,78,76,79,74,76,78,81,69,61,12,10,13,6,14,56,197083,52,76,63,70,42,79,76,78,77,78,41,78,76,53,68,76,68
S. Verdi,90,48,92,90,84,76,77,80,84,56,60,12,10,7,15,9,42,196889,36,51,73,76,20,60,74,76,77,78,60,86,77,40,48,76,74
E. Pérez,74,86,76,78,82,83,66,62,67,66,63,9,11,7,15,13,58,196432,80,75,73,68,71,82,69,78,85,79,78,67,90,80,74,73,58
T. Gutiérrez,66,77,76,74,83,82,73,67,78,80,63,14,13,11,6,13,73,196150,25,80,69,76,13,72,81,77,77,78,20,65,68,26,76,76,75
C. Austin,64,67,65,55,74,78,56,59,66,82,43,9,11,7,9,13,81,195671,47,82,46,71,31,80,83,78,59,83,22,66,72,37,80,61,72
E. Berisha,28,30,33,30,17,54,11,13,12,13,12,79,76,67,78,81,12,189296,22,57,26,15,14,22,12,73,19,24,11,28,39,10,64,42,11
G. Gillet,68,77,66,54,77,82,70,67,72,75,65,9,14,15,12,10,78,163186,77,79,77,72,72,69,76,75,79,73,77,66,88,79,78,72,71
L. López,77,57,82,79,80,79,66,76,76,77,73,8,10,11,13,6,76,142707,59,80,68,75,25,84,81,76,75,77,24,83,76,55,73,71,74
A. Townsend,86,58,82,72,79,68,77,71,82,72,76,13,11,11,11,13,52,194932,21,48,67,77,39,83,70,71,75,82,27,84,76,31,59,71,59
D. Heintz,55,70,53,49,59,69,51,48,46,23,32,14,15,7,9,15,79,206198,76,67,70,28,78,41,26,77,75,49,77,68,69,83,84,65,26
Pozuelo,62,52,76,82,82,82,64,77,77,64,72,10,8,14,10,8,39,203895,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62
T. Vermaelen,69,77,60,57,64,72,63,61,55,52,65,9,10,7,11,15,81,157304,73,88,72,68,75,62,41,70,78,78,78,67,58,77,79,51,56
I. Abate,82,76,75,75,77,78,76,69,77,38,44,3,3,5,3,3,64,168312,76,75,74,60,72,48,72,76,76,68,76,88,83,76,70,64,60
J. Briand,71,69,79,65,75,76,71,67,75,79,66,12,6,7,6,10,79,134779,42,82,68,70,43,69,79,76,79,77,41,79,74,46,78,78,79
M. Sabitzer,87,69,79,83,80,72,67,72,76,77,63,11,13,14,15,13,52,204923,40,77,64,78,23,65,81,77,77,83,19,79,84,33,74,73,74
Capa,85,88,76,86,77,69,77,55,75,56,58,12,13,6,12,11,61,216189,69,77,56,62,69,54,76,73,71,81,82,87,91,76,80,72,52
J. Toulalan,39,82,57,64,78,76,67,53,65,27,56,12,6,15,5,7,70,112253,82,67,75,59,68,56,66,75,79,75,73,36,76,82,79,74,27
Bruno Alves,60,90,68,63,70,82,67,77,68,62,80,15,13,16,9,15,79,138110,69,93,75,78,78,75,52,70,68,83,70,52,69,77,91,58,60
T. Howard,49,34,38,50,29,53,16,14,13,13,14,76,74,72,77,78,12,16254,17,69,32,15,11,33,13,73,33,26,14,39,26,12,71,55,12
M. Barovero,35,34,32,59,12,51,14,19,19,13,19,78,75,69,79,79,13,142721,16,77,23,19,14,20,17,76,36,14,14,35,34,16,43,51,18
C. Aránguiz,77,68,81,85,80,76,78,75,74,64,76,15,7,12,8,13,53,199042,73,61,81,75,54,79,75,70,81,80,61,73,86,64,64,80,68
V. Rongier,69,51,79,91,80,75,62,76,79,65,64,11,8,12,7,11,41,223874,72,72,78,78,75,65,71,72,80,74,70,55,71,82,55,75,73
Joaquín,71,53,71,75,83,80,84,86,85,74,77,9,14,6,10,11,56,45186,35,37,81,76,29,75,77,71,80,74,39,65,35,41,60,81,68
J. Lingard,84,66,85,84,82,75,72,74,79,72,56,14,10,8,13,9,61,207494,53,65,65,80,52,65,79,75,75,76,44,83,79,46,61,74,64
S. Bocchetti,69,81,68,64,65,73,56,30,57,45,25,14,11,13,16,10,76,168326,77,82,66,47,79,45,31,67,61,76,77,64,62,79,83,51,38
A. Marchesín,49,27,68,60,20,49,18,16,24,14,15,73,75,74,80,81,11,201095,15,75,34,12,14,14,18,75,37,12,15,52,38,15,59,65,15
Muniain,85,66,87,94,80,76,74,78,81,73,69,10,5,5,13,12,43,189575,45,73,65,72,33,61,80,81,73,61,34,78,42,55,44,71,63
Danilo,75,74,73,65,77,69,71,74,73,61,76,14,5,15,14,5,68,199304,81,75,69,72,72,67,75,79,76,85,78,80,83,77,79,63,72
C. Gentner,48,72,52,49,77,80,67,69,70,73,54,15,11,16,7,8,76,158856,77,61,76,77,70,65,74,78,78,79,74,50,86,77,82,75,76
O. Al Soma,74,67,69,69,76,71,66,69,71,80,74,9,7,15,12,13,77,223627,43,63,64,76,35,74,77,79,69,84,34,73,82,33,84,70,67
F. Gago,57,70,72,70,76,70,69,66,71,47,67,7,10,12,8,12,59,165517,78,72,74,68,73,69,64,76,80,76,75,66,73,77,65,81,55
Bigas,71,89,65,66,66,70,68,46,44,49,43,15,14,9,13,11,80,206222,78,77,60,47,78,48,61,71,74,62,78,73,77,77,70,35,44
D. Origi,82,69,75,61,75,70,69,54,77,79,40,15,13,16,11,15,73,213135,28,75,59,69,30,65,80,76,75,77,18,84,74,24,82,71,70
D. Cheryshev,78,65,76,74,81,69,80,74,80,74,61,16,7,14,7,8,54,206225,61,75,68,71,52,64,78,75,76,80,54,82,66,57,67,79,68
R. van Persie,66,64,69,59,81,79,77,86,81,76,81,9,10,5,7,8,75,7826,34,57,75,80,23,84,84,77,74,83,21,63,61,32,65,79,84
M. Layún,77,72,74,78,76,79,80,68,75,67,74,7,16,6,12,11,63,178322,78,75,74,76,72,74,73,74,76,80,76,78,78,77,66,71,66
V. Eysseric,72,66,76,67,79,72,82,76,79,77,78,9,13,10,11,8,52,201878,34,58,78,79,46,71,78,73,79,78,26,72,66,33,64,79,72
Sergi Darder,59,71,76,77,82,81,65,67,77,56,55,7,10,6,14,6,50,202648,69,53,80,67,62,55,74,76,82,74,69,51,62,66,68,82,54
D. Laxalt,86,65,82,77,78,76,77,61,77,64,60,10,12,10,9,8,43,213400,42,65,74,66,53,49,68,70,78,70,57,90,92,53,60,68,49
Tiago Volpi,59,24,63,47,24,50,20,65,16,14,60,83,69,62,77,82,13,209307,15,72,26,14,17,21,10,75,31,70,12,58,36,10,72,39,20
Morales,89,58,79,66,77,67,76,78,85,75,71,14,13,13,16,8,54,216475,58,62,63,80,43,68,74,73,71,74,45,88,77,54,53,71,61
V. Aboubakar,77,77,75,63,79,77,57,69,80,74,67,8,10,9,7,8,77,199069,33,78,68,76,12,76,76,75,74,78,19,83,77,23,83,72,70
A. Szymanowski,91,55,84,87,74,71,78,69,78,77,57,11,8,10,12,6,67,210333,28,56,63,68,33,70,75,72,74,68,45,86,74,42,60,76,66
N. Nkoulou,68,76,67,78,73,77,60,37,64,33,28,6,7,6,15,7,74,188829,75,83,72,46,79,50,54,67,75,58,77,71,68,77,75,63,64
S. Ignashevich,33,76,63,57,49,77,49,51,46,50,66,10,6,12,16,7,82,112542,79,54,77,67,84,76,54,70,70,83,78,34,50,82,80,50,32
Ismaily,84,69,75,75,74,72,78,65,73,60,50,8,8,14,11,10,57,201119,76,59,67,73,75,51,73,81,73,75,73,80,87,77,75,68,55
Pau López,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,221087,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17
Rafinha,76,88,81,79,77,77,81,79,74,37,58,15,7,16,12,15,50,168607,77,53,64,44,80,63,66,77,79,61,82,69,77,78,51,63,50
L. Tousart,69,86,64,68,73,73,61,36,71,42,45,11,15,16,10,15,73,227234,78,83,73,64,72,48,62,76,77,78,74,69,83,81,84,71,43
J. Terry,33,77,42,46,59,82,42,44,45,46,31,14,5,6,15,8,83,13732,79,80,64,33,81,52,38,74,66,61,78,34,50,80,83,59,55
P. Skjelbred,68,79,78,81,80,75,69,70,77,46,61,7,13,11,6,7,52,152996,81,74,79,42,66,55,60,77,79,56,74,66,87,77,67,76,40
I. Afellay,76,59,76,77,82,78,78,79,80,71,75,14,7,10,12,8,46,158372,62,75,74,76,36,70,73,75,81,75,58,74,70,67,64,75,72
N. Lombaerts,33,71,55,54,59,76,63,59,55,38,57,16,10,6,15,13,83,163492,79,79,73,53,81,48,39,72,75,67,77,44,69,81,79,48,43
Granero,60,73,69,67,81,71,78,80,78,69,76,11,14,7,12,14,59,178085,72,56,82,77,54,73,72,77,84,78,62,55,46,74,68,82,58
J. Baumgartlinger,69,84,65,64,74,75,63,47,65,39,49,9,13,10,9,14,69,189606,78,78,71,39,75,59,62,76,78,73,74,73,89,80,80,64,50
R. Palacio,79,79,78,83,84,80,70,78,82,80,67,17,14,17,17,17,75,152999,39,80,60,62,31,79,84,76,74,70,30,78,69,33,62,76,76
Miguel Lopes,77,79,68,67,78,70,82,70,72,40,55,15,12,7,13,13,65,188840,77,71,70,45,71,50,65,72,75,70,75,77,90,76,75,62,55
Susaeta,76,63,69,74,78,74,88,82,81,69,79,12,7,8,6,10,52,189354,43,65,81,76,16,58,76,74,80,77,27,74,69,23,61,83,62
Hilton,34,76,60,60,73,75,60,42,65,45,48,12,7,11,12,13,79,153260,80,80,76,59,79,64,50,73,75,55,77,42,54,79,76,67,51
Y. M'Vila,79,83,73,62,73,69,62,70,73,56,67,13,9,16,15,7,61,187052,81,71,79,67,73,68,41,76,82,68,72,72,81,75,75,72,56
Pedro Santos,88,39,85,81,79,75,76,80,80,73,76,14,8,12,12,7,62,211119,34,72,64,74,23,65,77,76,73,76,26,87,79,28,52,74,64
Hernâni,92,42,86,69,79,78,75,75,81,68,59,8,11,7,8,6,55,212911,21,62,65,67,14,68,79,79,73,70,23,91,73,19,59,64,68
V. Koziello,78,85,86,88,79,78,73,72,76,66,54,14,9,14,12,8,49,225199,77,62,74,59,75,60,77,76,81,65,71,75,75,77,66,80,63
J. Guidetti,65,75,65,58,83,78,67,68,76,79,80,12,13,14,6,11,67,199602,34,68,53,80,20,81,78,76,70,85,25,65,62,26,82,60,77
Borja Bastón,57,61,62,39,80,70,51,68,69,78,46,6,9,10,9,13,77,194996,23,56,44,73,14,72,83,78,66,81,24,66,56,32,91,65,80
J. Farfán,82,73,75,66,79,80,80,80,78,75,75,15,12,5,12,15,58,158133,39,76,73,75,17,79,74,75,77,81,29,83,69,43,78,78,69
J. Montero,91,40,84,85,80,77,74,76,83,65,64,11,11,12,15,12,50,186805,25,69,70,68,24,68,73,70,74,76,20,90,77,38,68,73,64
A. Mandi,66,69,78,64,73,74,78,67,64,41,49,15,16,9,10,14,83,201143,80,82,73,49,75,35,67,76,76,52,84,69,70,76,74,68,36
K. Mbodj,68,80,51,42,68,73,39,35,63,45,55,11,7,16,9,12,81,198584,71,82,66,58,73,62,37,69,63,78,78,78,82,80,94,41,63
M. Badelj,58,76,67,64,80,72,69,64,70,54,58,8,9,14,15,6,66,201144,80,58,82,72,70,68,62,78,82,72,76,60,80,78,72,78,66
R. Battaglia,65,83,67,67,76,77,58,65,77,65,64,7,7,7,9,9,68,219576,83,74,73,81,73,57,73,78,77,80,75,67,91,81,82,70,64
M. Ruben,77,65,71,72,80,75,60,64,72,83,56,6,16,7,7,11,75,165560,46,80,58,67,31,74,82,78,68,75,27,76,69,40,73,70,68
M. Borriello,57,58,67,60,78,81,55,61,69,83,74,6,6,11,8,11,80,123576,24,78,45,50,18,74,85,77,68,80,20,65,61,24,78,62,70
Rodrigo,89,52,81,68,78,69,72,78,80,74,67,7,13,10,11,5,72,198329,31,73,58,73,26,77,78,78,75,80,29,92,72,28,71,66,74
R. Gagliardini,71,71,65,63,78,75,64,70,76,55,39,12,6,8,7,9,76,212153,79,65,74,75,70,41,70,78,80,75,76,70,85,78,71,78,69
Eliseu,75,86,75,75,75,75,79,66,73,59,69,12,15,15,15,15,72,2492,75,73,67,88,74,64,70,74,74,89,80,77,79,78,79,59,67
F. Kostić,89,65,76,72,80,77,80,79,83,64,75,13,14,12,12,13,48,208574,32,66,60,69,29,67,73,76,71,77,43,87,74,26,74,72,68
A. Onana,64,23,68,53,38,33,15,30,26,12,17,83,77,84,70,77,20,226753,15,80,26,17,16,27,11,76,33,21,14,62,39,18,67,60,13
Mosquera,65,77,69,60,79,71,61,79,65,58,70,10,15,8,14,10,65,178625,80,68,80,62,59,51,70,76,81,61,65,48,89,77,68,76,51
Rochina,75,71,67,68,80,72,75,76,79,70,68,7,16,11,13,13,54,188103,54,71,76,81,20,67,75,79,78,82,40,72,71,54,73,77,68
André André,73,77,74,74,80,80,65,78,79,69,61,9,11,15,9,7,64,199626,77,70,78,71,62,84,77,76,80,75,65,69,75,75,61,75,64
Rúben Semedo,68,87,66,51,63,69,38,22,64,43,26,10,14,13,7,15,75,216778,81,85,60,58,76,38,48,73,65,72,76,75,77,78,83,48,51
K. Fortounis,73,63,81,64,79,75,73,78,80,72,78,16,15,16,13,11,57,203980,32,61,74,77,38,80,76,70,78,74,38,77,71,35,66,76,71
S. Ryzhikov,40,39,59,28,16,61,19,19,15,13,15,76,77,68,76,82,12,147660,23,60,19,14,14,22,19,75,20,20,14,35,32,14,66,48,14
A. N'Diaye,66,85,60,57,74,68,58,36,65,46,32,11,7,13,15,10,55,188879,80,62,70,63,75,54,46,74,76,73,75,76,79,83,93,61,31
B. Reynet,41,36,43,24,21,39,15,10,11,17,14,77,76,74,77,81,14,204240,16,62,32,15,14,19,12,75,33,18,10,45,34,12,68,16,19
Y. Gourcuff,63,68,77,68,83,79,74,80,82,64,76,11,7,5,9,13,71,153296,52,71,81,75,46,75,70,75,80,76,47,66,68,55,76,83,70
K. Asamoah,79,74,85,85,81,76,76,72,82,55,68,5,4,3,4,5,64,186832,78,79,79,78,72,64,78,78,79,84,78,76,75,78,72,76,76
R. Bobadilla,69,86,66,77,80,74,75,80,80,77,80,13,13,12,8,11,74,183249,27,82,59,72,21,75,76,75,73,83,24,76,76,51,91,64,76
R. Hamouma,79,63,82,78,80,73,79,78,79,79,73,14,11,14,7,13,63,192722,39,60,75,77,42,72,76,75,78,77,41,78,71,41,63,75,75
C. Pulisic,93,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,227796,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70
M. Fernández,79,50,79,81,87,74,78,80,89,62,82,11,8,5,10,11,50,174549,60,66,76,78,52,72,74,74,80,80,56,73,69,60,57,78,70
K. Honda,77,48,75,77,85,80,78,86,83,60,86,3,3,5,5,3,72,186581,44,83,82,80,44,76,74,72,80,84,48,76,72,48,69,81,72
Raúl Navas,55,85,55,65,71,68,49,34,25,36,65,10,16,9,12,10,79,198614,72,75,56,41,78,46,39,61,75,72,81,51,44,83,76,46,44
A. Dzyuba,66,75,50,32,78,70,61,65,71,77,60,15,12,11,11,8,88,187607,30,60,55,66,25,77,81,76,71,79,19,65,83,15,93,73,72
B. Yılmaz,83,85,72,48,62,65,68,66,69,82,75,14,15,11,8,12,72,124375,33,66,60,73,20,79,86,81,66,85,26,81,67,29,77,62,77
J. Holebas,78,89,74,75,75,77,79,69,73,57,71,15,13,13,14,16,74,182744,68,74,69,78,78,57,69,71,73,85,80,81,82,79,79,54,50
K. Casteels,44,33,50,43,23,50,15,20,14,15,13,80,69,74,75,82,14,192984,16,58,37,18,12,20,15,78,35,21,17,46,44,19,72,38,13
Javi García,64,86,62,55,74,80,47,55,66,59,44,14,6,8,14,16,86,161754,78,90,74,54,78,61,62,73,82,82,73,66,77,75,80,63,59
D. Caligiuri,78,59,78,76,79,74,76,78,81,69,61,12,10,13,6,14,56,197083,52,76,63,70,42,79,76,78,77,78,41,78,76,53,68,76,68
Fontàs,33,77,55,41,68,69,60,58,58,45,52,16,14,11,16,9,73,192476,81,50,77,47,78,52,43,77,76,58,78,30,31,82,83,56,46
K. Vermeer,64,35,64,57,39,66,13,16,23,13,13,81,70,70,78,82,16,169181,25,80,33,13,15,30,19,75,49,24,14,55,42,16,59,65,11
Jony,86,58,84,82,76,75,80,81,76,75,76,11,16,13,13,9,44,222943,52,34,73,73,37,61,76,73,74,68,46,83,77,51,66,77,56
M. Höger,61,79,62,61,77,79,75,72,74,65,61,6,14,16,10,14,67,198113,81,77,75,75,79,74,70,81,80,80,75,54,86,78,78,77,73
S. Dann,44,73,49,54,63,71,30,30,38,40,29,6,10,15,7,9,85,157665,80,69,65,32,77,30,36,77,63,52,78,45,73,78,82,55,29
Rafa,91,40,91,85,80,77,73,75,83,65,56,9,11,11,12,8,46,216547,43,58,60,64,23,59,78,79,74,71,31,92,64,38,37,75,64
Y. Bolasie,86,76,82,76,82,69,75,62,87,64,49,8,9,12,14,6,51,189157,31,64,67,71,27,65,69,74,71,81,17,87,76,34,82,65,51
D. Glushakov,71,71,67,74,80,82,70,45,74,73,59,10,8,8,12,9,68,187366,74,80,75,77,77,75,75,76,80,85,74,68,80,78,71,75,65
Juanfran,76,68,76,70,80,68,81,64,71,57,60,13,9,13,10,14,69,188135,78,74,67,80,72,59,69,73,72,79,75,81,88,74,73,63,53
K. Trippier,78,70,77,76,75,71,87,80,75,45,68,11,14,8,11,10,70,186345,74,74,76,66,77,39,60,72,73,77,78,77,87,76,71,78,44
Guilherme,37,35,54,30,21,65,13,19,16,11,12,82,73,70,77,78,13,180714,21,62,33,16,14,12,13,74,39,22,18,40,34,16,62,55,13
A. Ramos,77,58,75,68,75,78,68,68,74,78,48,9,14,13,14,6,86,176619,43,91,55,64,23,72,78,77,69,76,28,83,73,33,76,65,73
M. Bradley,69,81,69,74,79,79,74,74,76,61,71,7,14,16,16,16,64,155887,71,49,80,74,71,69,66,78,82,78,71,68,92,73,79,75,71
Souza,68,83,69,67,76,74,68,68,71,65,61,10,12,7,10,8,77,189423,77,65,73,72,75,63,66,75,76,77,74,71,84,81,83,65,44
T. Mangani,64,72,68,61,80,75,68,74,71,66,79,13,12,9,13,15,68,178160,75,69,79,75,71,75,68,74,79,78,73,62,79,76,73,78,67
N. Stark,75,76,61,63,72,65,54,43,65,50,35,7,15,10,15,13,80,212977,79,55,67,55,78,39,62,73,77,66,76,78,82,79,78,72,48
Carles Gil,70,41,75,75,80,72,79,76,81,72,58,12,15,16,9,6,34,210930,40,60,78,66,36,69,74,76,81,63,39,70,66,43,55,77,71
Adriano,77,75,77,76,82,81,81,84,81,59,69,13,15,10,15,14,65,164082,78,74,77,85,74,59,77,79,79,88,80,74,74,77,69,69,53
B. Mee,66,79,66,72,65,71,67,38,63,27,31,15,7,12,10,14,77,189682,77,91,65,39,78,36,30,74,61,60,78,66,79,77,83,50,29
M. Ginter,54,68,56,49,72,68,73,58,61,51,51,12,10,6,8,10,83,207862,78,65,74,56,76,67,55,76,74,78,77,72,72,79,81,68,53
Paulo Oliveira,67,71,54,53,65,67,36,33,60,25,29,14,8,11,12,7,77,210679,79,87,49,29,78,45,30,76,69,61,76,68,75,81,83,41,36
C. Dempsey,64,68,67,64,78,79,59,72,79,79,73,12,7,5,10,12,77,155897,29,78,69,75,29,71,80,77,76,82,26,65,66,40,73,74,75
R. Funes Mori,79,80,79,73,74,76,65,75,75,82,58,8,10,15,6,15,77,198140,49,78,65,68,47,70,80,78,70,74,44,76,84,45,77,72,72
M. Weiser,85,69,85,78,83,77,78,69,85,63,52,13,15,10,13,9,65,206591,75,67,68,61,68,58,74,78,79,58,74,84,79,74,66,79,59
H. Briceldo,84,65,55,55,69,79,56,59,73,74,67,8,11,20,19,20,77,160000,32,84,47,76,28,74,73,83,63,84,24,81,56,27,87,58,76
B. Moukandjo,90,51,83,70,75,77,72,71,79,80,71,14,14,8,12,10,68,185090,32,71,60,65,25,79,77,76,71,78,19,91,70,20,65,65,72
Juanmi,80,57,79,79,81,70,64,60,80,80,57,11,6,9,12,9,73,197891,23,75,53,73,25,63,83,81,74,70,25,78,64,28,47,72,74
L. Kalinić,30,39,26,22,25,58,15,18,17,12,13,81,73,58,74,80,15,220932,23,63,19,19,13,22,7,73,22,25,17,39,31,17,73,46,15
